E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_57_924.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_57_924.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_57_924.jpg,0,0,0,4.989185E-06
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_57_992.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_57_992.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_57_992.jpg,0,0,0,1.630461E-05
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_064.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_064.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_064.jpg,0,0.1547925,0,0.02238315
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_132.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_132.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_132.jpg,0,0.3296712,0,0.2188741
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_203.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_203.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_203.jpg,0,0.5709279,0,0.6767297
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_274.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_274.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_274.jpg,0,0.7416934,0,1.20401
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_344.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_344.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_344.jpg,0,0.9947407,0,2.044769
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_413.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_413.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_413.jpg,0,1,0,2.75722
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_482.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_482.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_482.jpg,0,1,0,3.694789
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_550.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_550.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_550.jpg,0,1,0,4.399079
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_622.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_622.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_622.jpg,0,1,0,5.32938
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_691.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_691.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_691.jpg,0,1,0,6.02245
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_760.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_760.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_760.jpg,0,1,0,6.940265
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_829.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_829.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_829.jpg,0,1,0,7.623938
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_899.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_899.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_899.jpg,0,1,0,8.529308
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_58_968.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_58_968.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_58_968.jpg,0,1,0,9.203702
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_038.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_038.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_038.jpg,0,1,0,10.09672
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_107.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_107.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_107.jpg,0,1,0,10.76185
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_177.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_177.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_177.jpg,0,1,0,11.47532
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_247.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_247.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_247.jpg,0,1,0,12.33846
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_318.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_318.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_318.jpg,0,1,0,13.04058
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_384.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_384.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_384.jpg,-0.15,1,0,13.69059
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_456.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_456.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_456.jpg,-0.35,1,0,14.56608
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_527.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_527.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_527.jpg,-0.5000001,1,0,15.24109
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_595.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_595.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_595.jpg,-0.7,1,0,15.9626
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_664.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_664.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_664.jpg,-0.8500001,1,0,16.40911
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_732.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_732.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_732.jpg,-1,1,0,16.89367
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_800.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_800.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_800.jpg,0,1,0,17.61962
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_866.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_866.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_866.jpg,0,1,0,18.16844
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_27_59_934.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_27_59_934.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_27_59_934.jpg,0,1,0,18.98597
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_001.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_001.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_001.jpg,0,1,0,19.59556
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_072.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_072.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_072.jpg,0,1,0,20.21169
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_140.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_140.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_140.jpg,0,1,0,21.01725
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_208.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_208.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_208.jpg,0,1,0,21.60441
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_280.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_280.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_280.jpg,-0.2,1,0,22.38391
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_350.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_350.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_350.jpg,-0.35,1,0,22.92976
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_421.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_421.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_421.jpg,-0.5500001,1,0,23.58027
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_489.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_489.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_489.jpg,-0.7,1,0,24.01448
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_557.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_557.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_557.jpg,0,1,0,24.61447
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_628.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_628.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_628.jpg,0,1,0,25.15112
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_698.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_698.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_698.jpg,0,1,0,25.89953
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_765.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_765.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_765.jpg,0,1,0,26.46629
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_834.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_834.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_834.jpg,0,1,0,27.03225
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_904.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_904.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_904.jpg,0,1,0,27.7819
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_00_973.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_00_973.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_00_973.jpg,0,1,0,28.34033
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_043.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_043.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_043.jpg,0,1,0,29.07969
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_111.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_111.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_111.jpg,0,1,0,29.63045
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_179.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_179.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_179.jpg,0,1,0,30.19217
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_250.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_250.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_250.jpg,0,1,0,30.1903
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_322.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_322.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_322.jpg,0,1,0,30.19079
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_388.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_388.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_388.jpg,0,1,0,30.19027
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_458.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_458.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_458.jpg,0,1,0,30.19027
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_528.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_528.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_528.jpg,0,1,0,30.19033
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_597.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_597.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_597.jpg,0,1,0,30.1903
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_666.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_666.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_666.jpg,0,1,0,30.19028
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_734.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_734.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_734.jpg,0,1,0,30.19033
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_801.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_801.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_801.jpg,-0.15,1,0,30.18433
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_869.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_869.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_869.jpg,-0.3,1,0,30.16745
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_01_941.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_01_941.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_01_941.jpg,-0.5000001,1,0,30.14517
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_012.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_012.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_012.jpg,-0.6500001,1,0,30.12746
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_079.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_079.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_079.jpg,-0.8500001,1,0,30.1048
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_149.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_149.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_149.jpg,-1,1,0,30.09404
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_220.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_220.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_220.jpg,0,1,0,30.17585
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_292.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_292.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_292.jpg,0,1,0,30.18349
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_364.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_364.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_364.jpg,0,1,0,30.18936
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_431.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_431.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_431.jpg,0,1,0,30.19104
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_499.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_499.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_499.jpg,0,1,0,30.18985
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_566.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_566.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_566.jpg,0,1,0,30.19017
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_634.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_634.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_634.jpg,0,1,0,30.19045
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_703.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_703.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_703.jpg,0,1,0,30.19031
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_773.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_773.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_773.jpg,0,1,0,30.19033
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_840.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_840.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_840.jpg,0,1,0,30.18969
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_912.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_912.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_912.jpg,0,1,0,30.19032
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_02_979.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_02_979.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_02_979.jpg,0,1,0,30.1903
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_03_046.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_03_046.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_03_046.jpg,0,1,0,30.19029
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_03_114.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_03_114.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_03_114.jpg,0,1,0,30.19031
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_03_182.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_03_182.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_03_182.jpg,0,1,0,30.19032
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_03_251.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_03_251.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_03_251.jpg,0,1,0,30.19032
E:\project\simulator\beta_simulator_windows\training_data\IMG\center_2023_03_18_15_28_03_319.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\left_2023_03_18_15_28_03_319.jpg,E:\project\simulator\beta_simulator_windows\training_data\IMG\right_2023_03_18_15_28_03_319.jpg,0,1,0,30.19031
